OT-Persona,Persona,domain_object,domain_general,KP-product_attribute-compatibility-matrix-two-layer-truth-source
OT-ContentType,ContentType,domain_object,domain_general,KP-product_attribute-compatibility-matrix-two-layer-truth-source
OT-PlatformTone,PlatformTone,domain_object,domain_general,KP-product_attribute-compatibility-matrix-two-layer-truth-source
OT-PrivateOutletChannel,PrivateOutletChannel,domain_object,domain_general,KP-product_attribute-compatibility-matrix-two-layer-truth-source
OT-Persona,Persona,domain_object,domain_general,KP-product_attribute-compatibility-edge-support-risk-reason-shell
OT-ContentType,ContentType,domain_object,domain_general,KP-product_attribute-compatibility-edge-support-risk-reason-shell
OT-Persona,Persona,domain_object,domain_general,KP-product_attribute-compatibility-derived-view-combination-formula
OT-ContentType,ContentType,domain_object,domain_general,KP-product_attribute-compatibility-derived-view-combination-formula
OT-PlatformTone,PlatformTone,domain_object,domain_general,KP-product_attribute-compatibility-derived-view-combination-formula
OT-PrivateOutletChannel,PrivateOutletChannel,domain_object,domain_general,KP-product_attribute-compatibility-derived-view-combination-formula
