RL-KP-fabric_property-cotton-knit-familiar-trap,fabric_recommendation_disclosure,面料=棉针织/棉弹 且 顾客=粗放洗护或默认纯棉零风险,前置六类风险，顾客接受洗护小心后无售后异议,只讲亲肤吸汗未讲风险 → 洗一次回缩或白色透出 → 退换/差评,要求领口不松→罗纹高密；白色怕透→双层或深色；要免烫→梭织棉,domain_general,KP-fabric_property-cotton-knit-familiar-trap
RL-KP-fabric_property-viscose-modal-tencel-mirror-win,fabric_recommendation_disclosure,面料=粘胶/莫代尔/天丝 且 顾客在意修形或贴肉,把软垂讲为顺身体而非修形，前置六类风险 → 顾客接受流动感,把软垂卖成修形 → 顾客觉得显胖或暴露体表 → 退换/差评,要清晰轮廓→梭织棉麻/重磅缎；要流动感不挂长→厚克重莫代尔混纺,domain_general,KP-fabric_property-viscose-modal-tencel-mirror-win
RL-KP-fabric_property-silk-acetate-satin-honest-fabric,fabric_recommendation_disclosure,面料=真丝/醋酸/高光泽缎 且 顾客可能在意暴露感,前置光泽放大效应+七类风险 → 顾客按容忍度选款无售后,只卖光泽不讲暴露感 → 上身发现腹部/内衣边明显 → 退换/差评,怕暴露→哑光仿缎/砂洗真丝；怕勾丝→高密织法；怕静电→真丝主成分而非涤纶缎,domain_general,KP-fabric_property-silk-acetate-satin-honest-fabric
RL-KP-fabric_property-wool-cashmere-care-claim-bound,fabric_recommendation_disclosure,面料=羊毛/羊绒/毛混 且 顾客问机洗或起球或刺痒,先看 care claim 再答 + 前置六类风险 + 破除三大误判 → 顾客按标洗护无纠纷,拍脑袋答机洗或承诺羊绒不起球 → 毡缩或起球 → 退换/差评,一律机洗→Machine Washable防缩款；刺痒敏感→美利奴细支；介意起球→紧捻高密针织,domain_general,KP-fabric_property-wool-cashmere-care-claim-bound
RL-KP-fabric_property-denim-twill-mirror-not-truth,fabric_recommendation_disclosure,面料=牛仔/斜纹重棉 且 顾客有久坐/蹲起/浅色搭配场景,前置五类风险+按场景选款 → 顾客接受支撑感与穿着代价无纠纷,只卖显瘦有精神 → 久坐勒腰/掉色/回缩 → 退换/差评,久坐怕勒→高弹力混纺；怕掉色→水洗退浆款；怕回缩→Sanforized预缩或大一码,domain_general,KP-fabric_property-denim-twill-mirror-not-truth
RL-KP-fabric_property-chiffon-organza-layering-tool,fabric_recommendation_disclosure,面料=雪纺/欧根纱/轻透材 且 顾客想单穿显瘦,定位为层次工具+前置五类风险 → 顾客叠穿氛围成立无纠纷,卖为单穿主力 → 透出体表/内衣 → 退换/差评,要单穿→带衬里乔其或厚款；怕静电→含天然纤维或抗静电整理；怕勾丝→欧根纱或带肌理款,domain_general,KP-fabric_property-chiffon-organza-layering-tool
RL-KP-fabric_property-polyester-nylon-functional-no-blanket,fabric_recommendation_disclosure,面料=涤纶/锦纶/功能化纤 且 顾客问化纤或好打理,按四维分水岭+前置六类风险 → 顾客按场景选款无纠纷,只讲好打理或一刀切贬低化纤 → 闷热/发亮投诉或话术失信,怕闷→含天然纤维或吸湿排汗整理；怕发亮→哑光后整理；怕静电→抗静电整理款,domain_general,KP-fabric_property-polyester-nylon-functional-no-blanket
RL-KP-craft_quality-preshrink-wash-set-after-sale-front,craft_promise_gate,推荐遇水易变形面料 且 准备说耐穿稳定好打理,工艺信息齐全且到位 → 可用稳定卖点 → 顾客洗后无走样,无工艺信息但仍承诺不会缩 → 走样 → 退换/差评,信息不可得→改代偿话术；要全机洗→Sanforized款,domain_general,KP-craft_quality-preshrink-wash-set-after-sale-front
RL-KP-craft_quality-sewing-stitch-pucker-near-eye,craft_signal_recognition,近看款顾客对缝口提出疑问 或 店员近距离品质讲解,识别并坦诚解释四源 → 顾客认可懂行 不视为黑点,归咎线松紧或反驳设计感 → 信任受损 或 把明显失败品当讲究卖,面料致皱→坦诚说明；针线规格→换批；明显失败→换款换码,domain_general,KP-craft_quality-sewing-stitch-pucker-near-eye
RL-KP-craft_quality-fusing-lamination-silhouette-gate,craft_promise_gate,推荐讲轮廓款 且 准备喊挺立利落骨架卖点,衬与贴合到位 → 穿几次后无翻边起泡 → 卖点成立,衬未到位仍喊挺立 → 翻边起泡脱层 → 退换/差评,无法确认衬到位→改卖面料/版型/设计感；已起泡→换款换码,domain_general,KP-craft_quality-fusing-lamination-silhouette-gate
RL-KP-craft_quality-dye-fastness-daily-risk,craft_quality_disclosure,推浅深拼接/深色/长期背包/浅色叠穿单品,前置褪色沾色风险+建议首次单洗 → 顾客无染色事故,只对深色提风险 → 拼接沾色或包带褪色 → 退换/差评,在意沾色→水洗退浆或浅色款；浅深叠穿→加隔层或选高色牢度款,domain_general,KP-craft_quality-dye-fastness-daily-risk
RL-KP-craft_quality-brushing-napping-aging-speed,craft_promise_gate,推荐用软糯绒暖亲肤做卖点的单品,表层处理+摩擦位耐受到位 → 三次穿后无显旧 → 卖点成立,无防起球整理仍喊耐穿亲肤 → 三次后球化 → 退换/差评,高频背包党→紧捻高密或防起球整理；短周期款→改卖季节亮点,domain_general,KP-craft_quality-brushing-napping-aging-speed
RL-KP-craft_quality-pleat-topstitch-pattern-match-care,craft_promise_gate,推讲究款 且 准备喊做工感品质感工艺感卖点,四项细节同时过关 → 近看用心 → 卖点+陈列高级层级成立,四项任一不过仍喊讲究 → 顾客近看判定将就 → 信任受损,部分不过关→改卖面料/版型/设计；高级位需要候补→选四项全过关替代款,domain_general,KP-craft_quality-pleat-topstitch-pattern-match-care
RL-KP-fabric_property-soft-not-equal-premium,misjudgment_correction,店员或顾客把软作为高级判断核心 且 软垂面料,纠偏为触感+前置三类风险 → 顾客理性选择无投诉,把软=高级卖给在意贴肉/挂长顾客 → 暴露体表 → 退换/差评,真要高级感→重磅缎/廓形面料；爱软触感→接受贴肉挂长选适合款,domain_general,KP-fabric_property-soft-not-equal-premium
RL-KP-fabric_property-heavy-not-equal-quality,misjudgment_correction,店员或顾客用掂手感重做质感判断,用五维替代手掂 → 顾客避开过重压身款无投诉,把重=质感 → 顾客发现压肩/闷 → 退换/差评,在意质感→五维替代；怕压身→相同结构更轻克重款,domain_general,KP-fabric_property-heavy-not-equal-quality
RL-KP-fabric_property-wrinkle-not-equal-low-grade,misjudgment_correction,店员或顾客把会皱等同于低级,区分两类皱+做接受度判断 → 顾客理性接受材质表情类,统一定义会皱=低级 → 错失适合顾客 或 用材质表情借口糊弄真缺陷,不接受表情类→免烫混纺；要求全天平整→定型工艺到位款；缺陷类→按品质问题处理,domain_general,KP-fabric_property-wrinkle-not-equal-low-grade
