SM-KP-fabric_property-cotton-knit-familiar-trap-cotton_not_zero_risk,risk_alerts,"纯棉针织即使亲肤吸汗也存在透 / 变形 / 缩水 / 尺寸波动六类风险，需前置说明",[],domain_general,KP-fabric_property-cotton-knit-familiar-trap
SM-KP-fabric_property-viscose-modal-tencel-mirror-win-soft_drape_not_shaping,risk_alerts,"粘胶/莫代尔/天丝的软垂只是顺着身体走，不具备藏肉修形效果",[],domain_general,KP-fabric_property-viscose-modal-tencel-mirror-win
SM-KP-fabric_property-silk-acetate-satin-honest-fabric-honest_gloss,risk_alerts,"真丝 / 醋酸 / 缎面光泽会同步放大任何体表痕迹与状态，是诚实而非美化的面料",[],domain_general,KP-fabric_property-silk-acetate-satin-honest-fabric
SM-KP-fabric_property-wool-cashmere-care-claim-bound-care_claim_first,risk_alerts,"羊毛/羊绒/毛混能否机洗只看洗护标 care claim，不许凭销售经验",[],domain_general,KP-fabric_property-wool-cashmere-care-claim-bound
SM-KP-fabric_property-denim-twill-mirror-not-truth-mirror_not_truth,risk_alerts,"牛仔 / 斜纹重棉镜前轮廓不等于真实穿着体验，成交判断必须包含动作场景",[],domain_general,KP-fabric_property-denim-twill-mirror-not-truth
SM-KP-fabric_property-chiffon-organza-layering-tool-layering_only,risk_alerts,"雪纺 / 欧根纱定位为层次工具，不是显瘦遮肉的主面料安全款",[],domain_general,KP-fabric_property-chiffon-organza-layering-tool
SM-KP-fabric_property-polyester-nylon-functional-no-blanket-no_blanket_term,risk_alerts,"涤纶 / 锦纶 / 功能化纤不许用化纤一刀切，要按纱线/织法/后整理/用途分别判断",[],domain_general,KP-fabric_property-polyester-nylon-functional-no-blanket
SM-KP-craft_quality-preshrink-wash-set-after-sale-front-after_sale_front,craft_feature,"预缩/水洗/定型是售后前置工艺，是耐穿稳定卖点的资格门槛",[],domain_general,KP-craft_quality-preshrink-wash-set-after-sale-front
SM-KP-craft_quality-sewing-stitch-pucker-near-eye-near_eye_quality,craft_feature,"缝制质量是近看质感工艺，缝口起皱是面料/缝型/针线/送布的综合症状",[],domain_general,KP-craft_quality-sewing-stitch-pucker-near-eye
SM-KP-craft_quality-fusing-lamination-silhouette-gate-silhouette_gate,craft_feature,"粘合衬/贴合/复合是轮廓成立工艺，是挺立利落骨架卖点的资格门槛",[],domain_general,KP-craft_quality-fusing-lamination-silhouette-gate
SM-KP-craft_quality-dye-fastness-daily-risk-daily_use_risk,craft_feature,"染整/色牢度是日常使用风险工艺，不仅针对深色，浅深拼接/包带/汗液都要看",[],domain_general,KP-craft_quality-dye-fastness-daily-risk
SM-KP-craft_quality-brushing-napping-aging-speed-aging_speed_check,craft_feature,"磨毛/拉毛/起绒/防起球决定第一触感与老化速度，是软糯绒暖亲肤卖点的资格门槛",[],domain_general,KP-craft_quality-brushing-napping-aging-speed
SM-KP-craft_quality-pleat-topstitch-pattern-match-care-premium_gate,craft_feature,"压褶/明线/对条对格/细节收口是讲究感工艺，是做工感/品质感/工艺感卖点的资格门槛",[],domain_general,KP-craft_quality-pleat-topstitch-pattern-match-care
SM-KP-fabric_property-soft-not-equal-premium-soft_is_touch_only,hand_feel,"软是触感属性，不构成高级或轮廓判断",[],domain_general,KP-fabric_property-soft-not-equal-premium
SM-KP-fabric_property-heavy-not-equal-quality-heavy_is_weight_only,hand_feel,"重是重量维度，不直接构成质感判断",[],domain_general,KP-fabric_property-heavy-not-equal-quality
SM-KP-fabric_property-wrinkle-not-equal-low-grade-wrinkle_two_kinds,risk_alerts,"皱分两类——材质表情类（不是低级）vs 工艺缺陷类（是品质问题）",[],domain_general,KP-fabric_property-wrinkle-not-equal-low-grade
SM-KP-fabric_property-gloss-not-equal-luxe-gloss_amplifier,risk_alerts,"光泽是放大器，会同步放大显贵和显廉价两端",[],domain_general,KP-fabric_property-gloss-not-equal-luxe
SM-KP-fabric_property-pure-cotton-not-zero-risk-cotton_not_blanket_safe,risk_alerts,"纯棉只是成分维度，不构成零风险背书，需看版型/织法/整理",[],domain_general,KP-fabric_property-pure-cotton-not-zero-risk
SM-KP-fabric_property-composition-only-no-scenario-bound-composition_plus_scenario,hand_feel,"成分只是起点，必须与穿着情境绑定才能得出推荐结论",[],domain_general,KP-fabric_property-composition-only-no-scenario-bound
SM-KP-craft_quality-store-risk-discipline-evidence-first-evidence_first,craft_feature,"门店统一风险口径建立在看证据不看感觉上，每类风险都对应特定证据维度",[],domain_general,KP-craft_quality-store-risk-discipline-evidence-first
