SM-KP-product_attribute-content-type-north-star-founder-ip-fi_north_star,north_star,founder_ip ContentType 的北极星：判断+代价+信任预支 / 不像老板在卖货——服装行业 C1 强默认禁用（鸡汤口播/流水账/成功拼贴/工厂巡视/对镜穿搭）的判型锚点,,domain_general,KP-product_attribute-content-type-north-star-founder-ip
SM-KP-product_attribute-content-type-north-star-knowledge-sharing-ks_north_star,north_star,knowledge_sharing ContentType 的北极星：顿悟+信任 / 被真实懂的人讲明白 / 现场证据+为什么是你来讲——主流禁用 3 类（站桩 3 点 / PPT 大字报 / 耸动钩子）的判型锚点,,domain_general,KP-product_attribute-content-type-north-star-knowledge-sharing
SM-KP-product_attribute-content-type-north-star-talent-showcase-ts_north_star,north_star,talent_showcase ContentType 的北极星：能力有温度 / 留下你这个人 / 值得追随——主流禁用两类（正面站桩展示完成品 / 卡点混剪炫技）的判型锚点,,domain_general,KP-product_attribute-content-type-north-star-talent-showcase
SM-KP-product_attribute-content-type-north-star-training-material-tm_north_star,north_star,training_material ContentType 的北极星：员工下次真碰到场景时脑子里自动跳出正确动作（兵团向 / 行为改变 / 记忆保持）,,domain_general,KP-product_attribute-content-type-north-star-training-material
SM-KP-product_attribute-content-type-north-star-training-material-audience_orientation,audience_orientation,ContentType 的观众朝向：consumer-facing（消费者向，前 17 份）/ army-facing（兵团向 / 员工/加盟商/店长，仅 training_material）,,domain_general,KP-product_attribute-content-type-north-star-training-material
SM-KP-styling_rule-old-sample-as-error-archive-archive_metaphor,founder_ip_signature_play,旧样衣 = 人格化错误档案 / 服装行业 founder_ip 独占叙事钩子；优先级高于通用决策日记,,domain_general,KP-styling_rule-old-sample-as-error-archive
SM-KP-training_unit-event-documentary-long-term-tier-discipline-tier,play_card_tier,玩法分级：long_term（单条成片 ≤ 4 小时但素材采集跨日，默认调用池）vs brand_tier（跨地区采集，超个人基线，仅品牌模式）vs 普通（默认 4 小时内完成）,,domain_general,KP-training_unit-event-documentary-long-term-tier-discipline
SM-KP-humor-content-brand-tone-gate-policy,brand_tone_gate,玩法卡级品牌调性闸门：玩法卡带'🎨 品牌调性提示'行则执行调性匹配；humor_content 自嘲方向不分级但具体拟人化形式对调性敏感,,domain_general,KP-training_unit-humor-content-brand-tone-gate-for-puppetry
SM-KP-humor-content-clothing-as-persona-switch-meaning,clothing_role_in_humor,humor_content 中服装的角色 = 人格开关（社会身份切换器）而非美化道具；服装行业独占钩子,,domain_general,KP-training_unit-humor-content-clothing-as-persona-switch
SM-KP-lifestyle-expression-old-defines-premium-meaning,premium_meaning_in_lifestyle,lifestyle_expression 中'高级'的定义 = 陪伴 ≠ 更新；服装在此是'陪伴的证据'/'旧物故事'载体，可直接对接反消费主义窗口,,domain_general,KP-training_unit-lifestyle-expression-old-defines-premium
SM-KP-lifestyle-expression-values-via-rejection-policy,lifestyle_narrative_path,lifestyle_expression 突破性叙事路径 = 通过拒绝动作出现价值观；服装在此是'价值观筛子'/'行为接口'而非搭配标签,,domain_general,KP-training_unit-lifestyle-expression-values-via-rejection
SM-KP-process-trace-stop-the-bad-one-builds-trust-meaning,process_trace_trust_path,process_trace 信任建立路径 = 用淘汰建立信任（拍被拦下的那一件）/ 不是用严格把控空话；北极星 = 我愿意相信你没有骗我,,domain_general,KP-training_unit-process-trace-stop-the-bad-one-builds-trust
SM-KP-talent-showcase-rescue-meaning,talent_role_in_showcase,talent_showcase 中才艺的角色 = 救场工具 / 关系外溢 / 社交媒介；不是展示标签 / 炫技 / 个人封闭,,domain_general,KP-training_unit-talent-showcase-rescue-not-show-off
