RE-ContentType-compatible_with_content_type-founder_ip-fi1,ContentType,ContentType,compatible_with_content_type,"{""content_type_id"":""founder_ip""}",domain_general,KP-product_attribute-content-type-north-star-founder-ip
RE-ContentType-compatible_with_content_type-knowledge_sharing-ks1,ContentType,ContentType,compatible_with_content_type,"{""content_type_id"":""knowledge_sharing""}",domain_general,KP-product_attribute-content-type-north-star-knowledge-sharing
RE-ContentType-compatible_with_content_type-talent_showcase-ts1,ContentType,ContentType,compatible_with_content_type,"{""content_type_id"":""talent_showcase""}",domain_general,KP-product_attribute-content-type-north-star-talent-showcase
RE-ContentType-compatible_with_content_type-training_material-tm1,ContentType,ContentType,compatible_with_content_type,"{""content_type_id"":""training_material"",""audience_orientation"":""army-facing""}",domain_general,KP-product_attribute-content-type-north-star-training-material
RE-StylingRule-compatible_with_content_type-behind_the_scenes-bts2,StylingRule,ContentType,compatible_with_content_type,"{""content_type_id"":""behind_the_scenes"",""play_card"":""C2-2""}",domain_general,KP-styling_rule-behind-scenes-invisible-completion-cost
RE-StylingRule-compatible_with_content_type-founder_ip-osa1,StylingRule,ContentType,compatible_with_content_type,"{""content_type_id"":""founder_ip"",""signature_play"":""old_sample_courtroom""}",domain_general,KP-styling_rule-old-sample-as-error-archive
RE-StylingRule-compatible_with_content_type-talent_showcase-ms1,StylingRule,ContentType,compatible_with_content_type,"{""content_type_id"":""talent_showcase"",""play_card"":""C3-2""}",domain_general,KP-styling_rule-talent-showcase-micro-skill-hundred-reps
RE-TrainingMaterial-compatible_with_content_type-training_material-er1,TrainingMaterial,ContentType,compatible_with_content_type,"{""content_type_id"":""training_material"",""play_card"":""C3-1"",""learning_mechanism"":""error_driven_learning+desirable_difficulty""}",domain_general,KP-training_unit-error-first-then-correct-replay
RE-TrainingMaterial-supports_training-RoleProfile-er1,TrainingMaterial,RoleProfile,supports_training,"{""role"":""sales_associate"",""seniority"":""new_to_30days""}",domain_general,KP-training_unit-error-first-then-correct-replay
RE-ContentType-compatible_with_content_type-ContentType-evd02,ContentType,ContentType,compatible_with_content_type,"{""source_ct"":""event_documentary"",""also_applies"":[""talent_showcase"",""process_trace""],""shared_pattern"":""long_term_tier""}",domain_general,KP-training_unit-event-documentary-long-term-tier-discipline
RE-ContentType-compatible_with_content_type-ContentType-hum02,ContentType,ContentType,compatible_with_content_type,"{""source_ct"":""humor_content"",""gate_type"":""play_card_level_brand_tone_gate"",""cross_ct_applicable"":[""humor_content""]}",domain_general,KP-training_unit-humor-content-brand-tone-gate-for-puppetry
RE-ContentType-compatible_with_content_type-ContentType-hum01,ContentType,ContentType,compatible_with_content_type,"{""source_ct"":""humor_content"",""industry_specific"":""apparel"",""clothing_role"":""persona_switch""}",domain_general,KP-training_unit-humor-content-clothing-as-persona-switch
RE-ContentType-compatible_with_content_type-ContentType-lif02,ContentType,ContentType,compatible_with_content_type,"{""source_ct"":""lifestyle_expression"",""brand_alignment"":[""long_termism"",""anti_consumerism""],""misaligned"":[""fast_fashion"",""new_release_focus""]}",domain_general,KP-training_unit-lifestyle-expression-old-defines-premium
RE-ContentType-compatible_with_content_type-ContentType-lif01,ContentType,ContentType,compatible_with_content_type,"{""source_ct"":""lifestyle_expression"",""clothing_role"":""values_filter_behavior_interface""}",domain_general,KP-training_unit-lifestyle-expression-values-via-rejection
RE-ContentType-compatible_with_content_type-ContentType-prc01,ContentType,ContentType,compatible_with_content_type,"{""source_ct"":""process_trace"",""narrative_family"":[""only_hands"",""stillness_before_cut"",""quiet_night_shift"",""stop_the_bad_one""],""family_name"":""anti_public_showcase_process_trace""}",domain_general,KP-training_unit-process-trace-stop-the-bad-one-builds-trust
RE-TrainingMaterial-compatible_with_content_type-training_material-sa1,TrainingMaterial,ContentType,compatible_with_content_type,"{""content_type_id"":""training_material"",""play_card"":""C3-4"",""learning_mechanism"":""procedural_memory+sensory_learning""}",domain_general,KP-training_unit-sop-asmr-procedural-memory
RE-TrainingMaterial-supports_training-RoleProfile-sa1,TrainingMaterial,RoleProfile,supports_training,"{""role"":""sales_associate+stockkeeper"",""seniority"":""new_to_all""}",domain_general,KP-training_unit-sop-asmr-procedural-memory
RE-ContentType-compatible_with_content_type-ContentType-tal01,ContentType,ContentType,compatible_with_content_type,"{""source_ct"":""talent_showcase"",""narrative_path"":""relationship_overflow"",""north_star"":""useful_with_warmth""}",domain_general,KP-training_unit-talent-showcase-rescue-not-show-off
