EV-KP-training_unit-microlearning-not-long-course,Q7Q12-搭配陈列业务包/培训与纠错包.md,二、训练原则 2.1+2.5,"培训要做成 microlearning、just-in-time、scenario-based、Do/Don't，而不是长课；完成的标志不是看过而是现场能复现",explicit_business_decision,direct_quote,domain_general,KP-training_unit-microlearning-not-long-course
EV-KP-training_unit-priority-by-impact-frequency-trust,Q7Q12-搭配陈列业务包/培训与纠错包.md,二、2.2 + 九、priority_error_group,"优先顺序只看三件事：conversion_impact / error_frequency / trust_damage；第一优先级只抓影响成交的 8 类",explicit_business_decision,direct_quote,domain_general,KP-training_unit-priority-by-impact-frequency-trust
EV-KP-training_unit-standard-action-vs-judgment-skill,Q7Q12-搭配陈列业务包/培训与纠错包.md,二、2.4 + 十、training_split_policy,"standard_action 可以拍成固定步骤；judgment_skill 必须放到情境里练；列出标准动作类与判断力类各自的内容清单",explicit_business_decision,direct_quote,domain_general,KP-training_unit-standard-action-vs-judgment-skill
EV-KP-training_unit-customer-first-look-judgment,Q7Q12-搭配陈列业务包/培训与纠错包.md,五、C1 first_look_judgment,"先看顾客是在找场景、找问题解法还是找具体衣服；20 秒内判断顾客属于场景型/单品型/体感型/价格型",explicit_business_decision,direct_quote,domain_general,KP-training_unit-customer-first-look-judgment
EV-KP-training_unit-try-on-guidance-one-main-one-backup,Q7Q12-搭配陈列业务包/培训与纠错包.md,五、C2 try_on_guidance,"先解决顾客最担心的一点再让她试；一轮只推 1 主方案 + 1 备选；试穿后顾客能说出这件为什么适合或不适合",explicit_business_decision,direct_quote,domain_general,KP-training_unit-try-on-guidance-one-main-one-backup
EV-KP-training_unit-body-shape-objection-structure-points,Q7Q12-搭配陈列业务包/培训与纠错包.md,五、C3 body_shape_objection,"用版型、比例、重心解释；必须指出肩线、腰线、下摆、裤长哪个在起作用；员工能说出至少 2 个具体结构点",explicit_business_decision,direct_quote,domain_general,KP-training_unit-body-shape-objection-structure-points
EV-KP-training_unit-fabric-touch-before-spec,Q7Q12-搭配陈列业务包/培训与纠错包.md,五、C4 fabric_touch_explanation,"让顾客摸关键点再解释；服装很多成交靠体感不靠术语；先触感后参数；员工会用摸袖口/摸里层/摸领口做演示",explicit_business_decision,direct_quote,domain_general,KP-training_unit-fabric-touch-before-spec
EV-KP-training_unit-styling-error-top-priority-eight,Q7Q12-搭配陈列业务包/培训与纠错包.md,六/七/九,"第一优先级只抓 8 类直接影响成交的错误；这 8 类先练熟门店成交会最先变化",explicit_business_decision,direct_quote,domain_general,KP-training_unit-styling-error-top-priority-eight
EV-KP-training_unit-substitution-honest-disclosure,Q7Q12-搭配陈列业务包/培训与纠错包.md,五、C8 + 八、I1-I8,"讲清是同款替代、近色替代还是整套转向；把替代款说成原款最伤信任；承认变化再解释为什么仍成立",explicit_business_decision,direct_quote,domain_general,KP-training_unit-substitution-honest-disclosure
EV-KP-training_unit-on-floor-four-layer-assessment,Q7Q12-搭配陈列业务包/培训与纠错包.md,十一、on_floor_assessment_protocol,"现场验收不做背题考试做 4 层：A 动作复现 / B 情境应答 / C 正误辨识 / D 神秘顾客复盘",explicit_business_decision,direct_quote,domain_general,KP-training_unit-on-floor-four-layer-assessment
EV-KP-training_unit-auto-trigger-rules,Q7Q12-搭配陈列业务包/培训与纠错包.md,十二、training_trigger_rules,"满足以下任一条件就应自动生成或推送对应 TrainingMaterial：同类搭配错误 3 次/同陈列面 2 次被改回/断码救场连续失败/退货理由连续/答不一致/救场转化偏低",explicit_business_decision,direct_quote,domain_general,KP-training_unit-auto-trigger-rules
EV-KP-training_unit-role-binding-frontline-priority,Q7Q12-搭配陈列业务包/培训与纠错包.md,十三、role_profile_binding,"核心岗位 store_manager / sales_associate / warehouse_supervisor；次级 merchandising_director / designer / sample_worker；首批训练最需要的人是前线会接、会摆、会救场的人",explicit_business_decision,direct_quote,domain_general,KP-training_unit-role-binding-frontline-priority
EV-KP-training_unit-color-hesitation-disambiguation,Q7Q12-搭配陈列业务包/培训与纠错包.md,五、C5 color_hesitation_handling,"先判断顾客是怕难搭、怕显黑、怕不耐脏还是怕不够正式；颜色问题背后常常不是颜色而是场景；员工能区分颜色审美问题和场景安全感问题",explicit_business_decision,direct_quote,domain_general,KP-training_unit-color-hesitation-disambiguation
