RL-KP-training_unit-microlearning-not-long-course,training_format_policy,设计/采购/复用任何门店培训内容,改用微学习+情境+Do/Don't+提取练习员工现场能复现,做成长课/PPT灌输/看过即学完培训完成率高但执行率低,合规法律内容仍需系统化；纯线上文档需调整提取练习方式,domain_general,KP-training_unit-microlearning-not-long-course
RL-KP-training_unit-priority-by-impact-frequency-trust,training_priority_policy,编排首批训练单元清单或季度培训规划,按三维度评分挑选首批8-12单元集中在Top8错误上门店成交最先变化,平均用力铺大全高优先级错误未被改掉信任持续流失,合规安全类必须100%覆盖；稳定门店改为按30天异常事件驱动,domain_general,KP-training_unit-priority-by-impact-frequency-trust
RL-KP-training_unit-standard-action-vs-judgment-skill,training_format_mapping,设计或改造任一培训单元,按 skill_type 匹配格式动作类拍手部空间动作判断类放情境演练,格式错配员工听过看过但现场做不出来或只会套万能话术,混合型单元拆成两段；资源紧张先保 judgment_skill,domain_general,KP-training_unit-standard-action-vs-judgment-skill
RL-KP-training_unit-customer-first-look-judgment,customer_intake_classification,顾客进店后导购第一次接触前 20 秒,20 秒内分入 4 型并选定向开口顾客被命中诉求愿意接话,上来报卖点/价格/面料顾客回再看看整段接客失效,老顾客可跳过分类；明确单品型可直进单品路径,domain_general,KP-training_unit-customer-first-look-judgment
RL-KP-training_unit-try-on-guidance-one-main-one-backup,try_on_guidance_policy,顾客进试衣间前 30 秒,先答主担忧再给主+备 2 件顾客能清楚说出适合或不适合理由,塞 3-5 件进试衣间顾客出来只说都还行或再看看决策信号丢失,顾客明确自助试穿→尊重；促销扫货模式→改为先收件后筛,domain_general,KP-training_unit-try-on-guidance-one-main-one-backup
RL-KP-training_unit-body-shape-objection-structure-points,body_shape_objection_response,顾客抛出身型类顾虑（显胖/显矮/显胯/显腿短/显脖短等）,导购指出至少 2 个具体结构点的作用并请顾客在镜前确认顾客认同建立专业感,只会空喊显瘦显高顾客觉得是套路本款及后续推荐均被否,实质是面料/颜色伪装→走对应路径；本款确实不利→诚实转向,domain_general,KP-training_unit-body-shape-objection-structure-points
RL-KP-training_unit-fabric-touch-before-spec,fabric_explanation_sequence,顾客对面料发问或在镜前犹豫面料体感,先邀请摸袖口/里层/领口再用比喻翻译成参数顾客形成具体记忆,上来背成分克重顾客敷衍回应面料话题打不开,线上场景改为高质量视频+比喻；面料专业顾客可跳过触摸,domain_general,KP-training_unit-fabric-touch-before-spec
RL-KP-training_unit-styling-error-top-priority-eight,error_priority_focus,冷启动或大批新人入职首批纠错训练编排,首批培训资源100%聚焦8类Top错误门店成交在4-8周内可观测改善,20类平均铺开员工记不全用不出8类高优先级错误继续发生,稳定门店改为月度异常事件驱动；合规安全不参与此裁剪,domain_general,KP-training_unit-styling-error-top-priority-eight
RL-KP-training_unit-substitution-honest-disclosure,substitution_disclosure_policy,顾客想买的款断码/断色/缺整套→进入替代或转向,明确告知是替代+说清哪里变了+解释为什么仍成立+邀请确认长期信任建立,把替代说成同款/硬推不合尺码/不解释换色/只否定不转向退货+差评+连带新客流失,替代过远→直接放弃；调拨场景走调拨话术不走本规则；顾客已自决→尊重,domain_general,KP-training_unit-substitution-honest-disclosure
RL-KP-training_unit-on-floor-four-layer-assessment,assessment_layer_mapping,培训单元完成 / 新人入职满 4 周 / 季度复评,按 skill_type 选层验收培训完成与现场执行两条曲线对齐,做背题/答题/签到员工过了但门店实际没改善培训系统失公信力,合规法律加书面项不替代四层；远程门店用视频补 A/B/C，D 层须线下补做,domain_general,KP-training_unit-on-floor-four-layer-assessment
RL-KP-training_unit-auto-trigger-rules,training_auto_dispatch,已运营门店采集到 6 类信号之一,信号触发即派发 microlearning 单元错误从月级到周级被纠偏,靠月度排课错误反复发生直到顾客投诉/退货才进入复盘队列,新店 7 天内用首批计划替代；无数据系统时改店长日志手工判定,domain_general,KP-training_unit-auto-trigger-rules
RL-KP-training_unit-role-binding-frontline-priority,training_role_binding_priority,首批培训对象编排或培训资源分配复盘,前线 3 岗优先绑定 TrainingMaterial 门店执行率提升,总部岗位优先前线边缘化门店执行长期拉不起来,纯设计开发知识优先 designer/sample_worker；合规流程类全岗位覆盖,domain_general,KP-training_unit-role-binding-frontline-priority
RL-KP-training_unit-color-hesitation-disambiguation,color_concern_disambiguation,顾客对颜色发问或在镜前犹豫颜色,拆到 4 类顾虑之一并定向回应颜色话题被打开推进到下一步,只回显白百搭顾客敷衍放下衣服本款及颜色突破点失效,纯审美偏好直接转替代色；明确单一顾虑直接走对应路径,domain_general,KP-training_unit-color-hesitation-disambiguation
