CM-content_generation-KP-product_attribute-content-type-north-star-emotion-expression,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-emotion-expression""]}",domain_general,KP-product_attribute-content-type-north-star-emotion-expression
CM-content_generation-KP-product_attribute-content-type-north-star-process-trace,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-process-trace""]}",domain_general,KP-product_attribute-content-type-north-star-process-trace
CM-content_generation-KP-product_attribute-content-type-north-star-product-copy-general,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-product-copy-general""]}",domain_general,KP-product_attribute-content-type-north-star-product-copy-general
CM-content_generation-KP-product_attribute-content-type-north-star-product-journey,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-product-journey""]}",domain_general,KP-product_attribute-content-type-north-star-product-journey
CM-content_generation-KP-product_attribute-content-type-north-star-product-review,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-product-review""]}",domain_general,KP-product_attribute-content-type-north-star-product-review
CM-content_generation-KP-product_attribute-pcg-five-voice-archetypes,content_generation,"ContentType=product_copy_general,brand_personality",voice_archetype_choice,"{""governed_by"": [""RL-KP-product_attribute-pcg-five-voice-archetypes""]}",domain_general,KP-product_attribute-pcg-five-voice-archetypes
CM-content_generation-KP-styling_rule-daily-fragment-no-face-traces,content_generation,ContentType+TraceObjectCatalog,PlayCardScript,"{""governed_by"": [""RL-KP-styling_rule-daily-fragment-no-face-traces""]}",domain_general,KP-styling_rule-daily-fragment-no-face-traces
CM-content_generation-KP-styling_rule-emotion-expression-clothes-as-emotion-vessel,content_generation,ContentType+ApparelCompanionCategory,PlayCardScript_30s,"{""governed_by"": [""RL-KP-styling_rule-emotion-expression-clothes-as-emotion-vessel""]}",domain_general,KP-styling_rule-emotion-expression-clothes-as-emotion-vessel
CM-content_generation-KP-styling_rule-ootd-clothes-remember-today,content_generation,ContentType+DurableApparelMain,PlayCardScript_4timeSlots,"{""governed_by"": [""RL-KP-styling_rule-ootd-clothes-remember-today""]}",domain_general,KP-styling_rule-ootd-clothes-remember-today
CM-content_generation-KP-styling_rule-pcg-moment-over-category,content_generation,ContentType=product_copy_general,FirstScreenStructure,"{""governed_by"": [""RL-KP-styling_rule-pcg-moment-over-category""]}",domain_general,KP-styling_rule-pcg-moment-over-category
CM-content_generation-KP-styling_rule-process-trace-rejected-garment,content_generation,ContentType=process_trace,PlayCardPriority,"{""governed_by"": [""RL-KP-styling_rule-process-trace-rejected-garment""]}",domain_general,KP-styling_rule-process-trace-rejected-garment
CM-content_generation-KP-styling_rule-process-trace-single-hard-fake-step,content_generation,ContentType=process_trace,PlayCardPriority,"{""governed_by"": [""RL-KP-styling_rule-process-trace-single-hard-fake-step""]}",domain_general,KP-styling_rule-process-trace-single-hard-fake-step
CM-content_generation-KP-styling_rule-product-journey-sample-version-tree,content_generation,ContentType=product_journey,PlayCardPriority,"{""governed_by"": [""RL-KP-styling_rule-product-journey-sample-version-tree""]}",domain_general,KP-styling_rule-product-journey-sample-version-tree
CM-content_generation-KP-training_unit-knowledge-not-teacher-but-event,content_generation,ContentType=knowledge_sharing,OpenStructureChoice,"{""governed_by"": [""RL-KP-training_unit-knowledge-not-teacher-but-event""]}",domain_general,KP-training_unit-knowledge-not-teacher-but-event
CM-content_generation-KP-training_unit-product-review-anti-filter-pledge,content_generation,ContentType=product_review,OpenStructureBaseline,"{""governed_by"": [""RL-KP-training_unit-product-review-anti-filter-pledge""]}",domain_general,KP-training_unit-product-review-anti-filter-pledge
