SM-KP-product_attribute-content-type-north-star-emotion-expression-ee_north_star,north_star,emotion_expression ContentType 的北极星：这感觉你居然也知道 / 没说出口的感受被轻轻接住——主流三类强禁用（怼脸独白+伤感BGM / 鸡汤卡片体 / 哭腔崩溃表演）的判型锚点,,domain_general,KP-product_attribute-content-type-north-star-emotion-expression
SM-KP-product_attribute-content-type-north-star-emotion-expression-immunity,failure_immunity_level,ContentType 的 AI 免疫力等级：emotion_expression / founder_ip 为 weakest（强默认禁用 C1 + 真实感三问预发布）,,domain_general,KP-product_attribute-content-type-north-star-emotion-expression
SM-KP-product_attribute-content-type-north-star-process-trace-pt_north_star,north_star,process_trace 北极星：我愿意相信你没有骗我 / 一连串不能偷懒的动作——主流禁用 4 类（工厂参观/步骤说明书/产地口号/面料对比模板）的判型锚点；反走进工厂的宣传片,,domain_general,KP-product_attribute-content-type-north-star-process-trace
SM-KP-product_attribute-content-type-north-star-product-copy-general-pcg_north_star,north_star,product_copy_general 北极星：在脑子里提前穿过一次/犹豫过一次/相信过一次——文字型 CT，30 秒分镜按 α 改良版读作文案执行骨架四段式；C1 禁用形容词三连/口号/FABE/小说体/促销链,,domain_general,KP-product_attribute-content-type-north-star-product-copy-general
SM-KP-product_attribute-content-type-north-star-product-journey-pj_north_star,north_star,product_journey 北极星：差一点做成别的样子 / 判断轨迹比结论更有说服力——主流禁用 3 类（魔术转场/灵感说明书/上市预热）的判型锚点；反从草图到成品的爽片,,domain_general,KP-product_attribute-content-type-north-star-product-journey
SM-KP-product_attribute-content-type-north-star-product-review-pr_north_star,north_star,product_review ContentType 的北极星：提前穿过/犹豫过/相信过——风险解除 + 体感证据 + 顾虑同盟；主流禁用三类（转圈念优缺点 / 7 秒换装 / 开箱即结论）的判型锚点,,domain_general,KP-product_attribute-content-type-north-star-product-review
SM-KP-product_attribute-enterprise-narrative-six-section-shell-six_field_shell,,,,domain_general,KP-product_attribute-enterprise-narrative-six-section-shell
SM-KP-product_attribute-pcg-five-voice-archetypes-archetype_field,voice_archetype,PCG 文案声音原型字段 5 取值：主理人叙事体 / 诗意留白体 / 工艺叙述体 / 反讽诚实体 / 判断同盟体；超出走共享层 §H.3 豁免提案,,domain_general,KP-product_attribute-pcg-five-voice-archetypes
SM-KP-styling_rule-pcg-moment-over-category-moment_first,pcg_first_screen_structure,PCG 首屏纪律：先给时间戳+具体动作（时刻），下翻才给品类名和参数；服装独占的'按时刻卖'结构,,domain_general,KP-styling_rule-pcg-moment-over-category
SM-KP-styling_rule-process-trace-rejected-garment-rejected_metaphor,process_trace_signature_play,被拦下的成衣 = 品牌边界感的具象证据；用淘汰建立信任比展示流程更稀缺,,domain_general,KP-styling_rule-process-trace-rejected-garment
SM-KP-styling_rule-process-trace-single-hard-fake-step-single_node,process_trace_node_priority,服装 process_trace 单点深拍纪律：选对花 / 缝线 / 回弹 / 肩线 / QC 拦下中最难伪装的一个节点 30 秒，不贪完整,,domain_general,KP-styling_rule-process-trace-single-hard-fake-step
SM-KP-styling_rule-product-journey-sample-version-tree-version_tree,product_journey_signature_play,样衣版本树 = 服装 product_journey 独占叙事；轨迹比结论更有说服力,,domain_general,KP-styling_rule-product-journey-sample-version-tree
SM-KP-training_unit-knowledge-not-teacher-but-event-event_speaking,ks_open_structure,KS 开场纪律：知识不是老师在讲而是事故在发言；先看到后果再倒回拆原因,,domain_general,KP-training_unit-knowledge-not-teacher-but-event
SM-KP-training_unit-product-review-anti-filter-pledge-pledge,product_review_baseline,反滤镜宣言四项（原相机/自然光/不拉腿/不美颜）= product_review 进阶档信任地基；缺失则下游体感测评失效,,domain_general,KP-training_unit-product-review-anti-filter-pledge
