EV-KP-product_attribute-content-type-north-star-emotion-expression,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§A + §C1 + §B5,,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-emotion-expression
EV-KP-product_attribute-content-type-north-star-process-trace,Q2-内容类型种子/process_trace-交付物-v0.1.md,§A + §C1 + §E + 与 product_journey 边界,,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-process-trace
EV-KP-product_attribute-content-type-north-star-product-copy-general,Q2-内容类型种子/product_copy_general-交付物-v0.1.md,§A + §C1 + §E + α 改良版专章,,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-product-copy-general
EV-KP-product_attribute-content-type-north-star-product-journey,Q2-内容类型种子/product_journey-交付物-v0.1.md,§A + §C1 + §E + 与 process_trace 边界,,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-product-journey
EV-KP-product_attribute-content-type-north-star-product-review,Q2-内容类型种子/product_review-交付物-v0.1.md,§A 北极星 + §C1 + §双角色标签机制,,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-content-type-north-star-product-review
EV-KP-product_attribute-enterprise-narrative-six-section-shell,Q2-内容类型种子/企业叙事类GPT5.4.md,全文 6 个一级章节（founder_ip / role_work_vlog / event_documentary / product_journey / process_trace / behind_the_scenes）共享的固定子章节结构,"每一类（如 founder_ip 第 1 节）都包含： ""**北极星：** ……"" + ""### 主流玩法（已被用烂）"" + ""### 进阶玩法（少数高手在用）"" + ""### 突破性玩法（还没人这么干，但可能成立）"" + ""### 服装行业垂直加成"" + ""### 一定不行的玩法"" + ""### 制作难度判断"" 6 个一级章节结构完全一致，证明这是企业叙事内容生产的固定字段壳。",structural_pattern,structural_induction,domain_general,KP-product_attribute-enterprise-narrative-six-section-shell
EV-KP-product_attribute-pcg-five-voice-archetypes,Q2-内容类型种子/product_copy_general-交付物-v0.1.md,§B8 + §G G2 + §D,,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-pcg-five-voice-archetypes
EV-KP-styling_rule-daily-fragment-no-face-traces,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§C3-2,,explicit_play_card,direct_quote,domain_general,KP-styling_rule-daily-fragment-no-face-traces
EV-KP-styling_rule-emotion-expression-clothes-as-emotion-vessel,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§C3-1 + §A + §D,,explicit_play_card,direct_quote,domain_general,KP-styling_rule-emotion-expression-clothes-as-emotion-vessel
EV-KP-styling_rule-ootd-clothes-remember-today,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§C3-3,,explicit_play_card,direct_quote,domain_general,KP-styling_rule-ootd-clothes-remember-today
EV-KP-styling_rule-pcg-moment-over-category,Q2-内容类型种子/product_copy_general-交付物-v0.1.md,§C3-1 + §G G3 + §C3-4,,explicit_business_decision,direct_quote,domain_general,KP-styling_rule-pcg-moment-over-category
EV-KP-styling_rule-process-trace-rejected-garment,Q2-内容类型种子/process_trace-交付物-v0.1.md,§C3-3 + §E5 + §B9,,explicit_business_decision,direct_quote,domain_general,KP-styling_rule-process-trace-rejected-garment
EV-KP-styling_rule-process-trace-single-hard-fake-step,Q2-内容类型种子/process_trace-交付物-v0.1.md,§C2-1 + §D 角度 1,,explicit_business_decision,direct_quote,domain_general,KP-styling_rule-process-trace-single-hard-fake-step
EV-KP-styling_rule-product-journey-sample-version-tree,Q2-内容类型种子/product_journey-交付物-v0.1.md,§C2-1 + §C3-1 + §B9 + §D,,explicit_business_decision,direct_quote,domain_general,KP-styling_rule-product-journey-sample-version-tree
EV-KP-training_unit-knowledge-not-teacher-but-event,Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,§C3-1 + §B9 + §D,,explicit_business_decision,direct_quote,domain_general,KP-training_unit-knowledge-not-teacher-but-event
EV-KP-training_unit-product-review-anti-filter-pledge,Q2-内容类型种子/product_review-交付物-v0.1.md,§C2-1 + §C1-3 备注 + §B5,,explicit_business_decision,direct_quote,domain_general,KP-training_unit-product-review-anti-filter-pledge
