RL-KP-product_attribute-content-type-north-star-emotion-expression,content_type_north_star_anchor,新增 emotion_expression 玩法卡或审核情绪内容时,克制具体瞬间+物件载体+关系映照+真实感三问可过 → 进 C2/C3,怼脸独白+伤感BGM / 鸡汤卡片 / 哭腔崩溃 → 主流强默认禁用,与 daily_fragment 在情绪密度上分层 / 与 humor_content 在方向上互逆,domain_general,KP-product_attribute-content-type-north-star-emotion-expression
RL-KP-product_attribute-content-type-north-star-process-trace,content_type_north_star_anchor,新增 process_trace 玩法卡或审核工艺溯源内容时,玩法呈现难伪装步骤 / 感官链条 / 证据链 / 手部叙事 / 不可逆动作前静止 / 被拦下成衣 / 工艺侦探 / 夜班沉默 / ASMR 面料 / 微距 → C2/C3,工厂参观 vlog / 步骤罗列 / 产地口号 / 面料对比模板 / 航拍炫设备 → 主流默认禁用,与 product_journey 按设计决策 vs 工艺验证二选一,domain_general,KP-product_attribute-content-type-north-star-process-trace
RL-KP-product_attribute-content-type-north-star-product-copy-general,content_type_north_star_anchor,新增 PCG 玩法卡或审核一条产品文案时,玩法呈现具体场景/触感比喻/时刻文案/反销售/双栏/反对意见/舞台指令/留白海报 → C2/C3,形容词三连/口号/FABE/小说体/促销链 → C1 默认禁用 + AI 命中红线拒绝输出,与 KS 按教观众 vs 卖商品；与 product_review 按视频 vs 文字,domain_general,KP-product_attribute-content-type-north-star-product-copy-general
RL-KP-product_attribute-content-type-north-star-product-journey,content_type_north_star_anchor,新增 product_journey 玩法卡或审核产品历程内容时,玩法呈现样衣版本树/失败辩论会/同一张桌子/反向发布讲缺点/纸片三连/倒叙拆线/微物叙事 → C2/C3,魔术转场/灵感说明书/上市前预热/设计师自我感动片 → 主流默认禁用,与 process_trace 按设计决策 vs 工艺验证二选一,domain_general,KP-product_attribute-content-type-north-star-product-journey
RL-KP-product_attribute-content-type-north-star-product-review,content_type_north_star_anchor,新增 product_review 玩法卡或审核一条测评内容时,玩法呈现体感测试 / 顾虑解除 / 反种草 / 一天体感 / 触感法庭 → 进 C2/C3,只剩转圈念优缺点 / 形容词三连 / 7 秒换装 / 开箱即结论 / 对照表 → 主流默认禁用,同试穿镜头在 OOTD vs product_review 间按叙事重心二选一,domain_general,KP-product_attribute-content-type-north-star-product-review
RL-KP-product_attribute-pcg-five-voice-archetypes,voice_archetype_field_constraint,为品牌建立 PCG 文案体系 / 单条文案选定声音原型时,按品牌性格选 1-2 个原型作主声 / 跨载体保持一致,AI 不约束原型直接生成 → 电商腔 / 同质化,允许主+副原型组合；新原型走共享层 §H.3 提案不在单 CT 私自新增,domain_general,KP-product_attribute-pcg-five-voice-archetypes
RL-KP-styling_rule-daily-fragment-no-face-traces,content_play_card_anchor,daily_fragment 内容选卡 / 想做更私密更可信的碎片,6 物件痕迹近景+极少字+留白 → 观众通过痕迹补全人物,痕迹做成商品摆拍/加热门歌/AI一键 → 退化为 C1 拼盘,需要露脸建人格 → personal_vlog / 需要说明性 → knowledge_sharing,domain_general,KP-styling_rule-daily-fragment-no-face-traces
RL-KP-styling_rule-emotion-expression-clothes-as-emotion-vessel,content_play_card_anchor,服装行业 emotion_expression 内容（陪伴感品类：针织/外套/衬衫/帽衫）/ 真实归家窗口,一镜到底+服装作为情绪容器+真实环境音 → 观众接住没说出口的悬浮感,服装变成被讲述商品/加伤感BGM/加金句 → 落入 C1 强默认禁用,接客场景不适用 / 显示型搭配走 OOTD,domain_general,KP-styling_rule-emotion-expression-clothes-as-emotion-vessel
RL-KP-styling_rule-ootd-clothes-remember-today,content_play_card_anchor,OOTD 主角服装具有耐穿/耐看/会呼吸的隐性价值（针织/衬衫/牛仔/西装）,30 秒早+中+傍+夜 4 时段时间痕迹 → 观众接住衣服进入生活,镜前转圈+单品罗列/GRWM 最终成片 → 落入 C1 主流默认禁用,聚焦功能场景走 路线卡 / 多年痕迹走 衣橱考古,domain_general,KP-styling_rule-ootd-clothes-remember-today
RL-KP-styling_rule-pcg-moment-over-category,pcg_moment_first_copy_structure,写服装产品文案首屏/钩子标题时,时刻钩子+延迟揭示 → 命中购买决策真实触发点,首屏先给品类+卖点 → 电商模板AI批量赛道,接客高信息密度走直白型；不适合延迟揭示退用具体化+边界声明,domain_general,KP-styling_rule-pcg-moment-over-category
RL-KP-styling_rule-process-trace-rejected-garment,process_trace_rejected_garment_play,做 process_trace 内容选题时,拍质检台被拦下的成衣 + 低声指出具体瑕疵 + 衣服进返工筐 → 信任远强于'严格把控'口号,只拍合格品+励志 BGM → 红线 E1/E5 自找麻烦,无真实拦下案例不得编造；涉商业机密只拍抽象瑕疵不拍批次,domain_general,KP-styling_rule-process-trace-rejected-garment
RL-KP-styling_rule-process-trace-single-hard-fake-step,process_trace_single_node_priority,做工艺溯源内容时选全流程 vs 单点深拍,选最难伪装节点深拍+具体差距数据 → 把'严格把控'变可视化证据,全流程罗列像 SOP 视频化 → 观众跳出,无难伪装节点 → 退用被拦下成衣或夜班沉默；商业机密节点不得披露 → 转感官玩法,domain_general,KP-styling_rule-process-trace-single-hard-fake-step
RL-KP-styling_rule-product-journey-sample-version-tree,product_journey_version_tree_play,服装品牌做 product_journey 选玩法时,桌面摆 1.0/2.0/3.0 + 逐件指否决理由 + 第 4 版被留下 → 信任远强于完美成品展示,只拍最终成品+灵感旁白 → 红线 E1/E2 无法建立价值信任,无版本树 → 退用真实测试或同一张桌子；涉供应商纠纷 → 改用微物或纸片三连,domain_general,KP-styling_rule-product-journey-sample-version-tree
RL-KP-training_unit-knowledge-not-teacher-but-event,knowledge_sharing_open_with_error,写服装 KS 内容前选择开场结构时,0-3 秒被毁样品+'我搞错过' → 倒叙错误动作 → 极短结论 → 完播率高代入感强,开头先给正确答案/三条建议 → 老师腔模板 → AI 味重跳出率高,无错误可调 → 退用一句知识只靠动作或桌面实验；健康/材质话题不得恐吓式表达,domain_general,KP-training_unit-knowledge-not-teacher-but-event
RL-KP-training_unit-product-review-anti-filter-pledge,product_review_anti_filter_pledge,做产品测评内容前的开场结构,反滤镜四项+后续体感+延迟结论 → 饱和赛道稀缺信任资产,滤镜美颜+开场即结论 → C1 协调推广模板被默认禁用,专业摄影身份用其他证据可验证；接客现场无需自述,domain_general,KP-training_unit-product-review-anti-filter-pledge
