OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-urgent-full-look
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-commute-mainstay
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-weekend-social
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-shape-correction
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-ready-made-full-set
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-functional-gap-fill
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-new-item-cannot-style
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-budget-controlled
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-repeat-purchase-replenish
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-greeting-master-principles
OT-TrainingMaterial,TrainingMaterial,domain_object,domain_general,KP-service_judgment-greeting-master-principles
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-second-third-set-blocker
OT-InventoryState,InventoryState,domain_object,domain_general,KP-inventory_rescue-can-rescue-scenarios
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-inventory_rescue-can-rescue-scenarios
OT-InventoryState,InventoryState,domain_object,domain_general,KP-inventory_rescue-no-rescue-scenarios
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-inventory_rescue-no-rescue-scenarios
OT-DisplayGuide,DisplayGuide,domain_object,domain_general,KP-display_rule-display-first-then-speak
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-display_rule-display-first-then-speak
OT-CustomerScenario,CustomerScenario,domain_object,domain_general,KP-service_judgment-must-ask-first
OT-TrainingMaterial,TrainingMaterial,domain_object,domain_general,KP-training_unit-greeting-format-lock
OT-RoleProfile,RoleProfile,domain_object,domain_general,KP-training_unit-greeting-format-lock
