EV-KP-display_rule-display-first-then-speak,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、4）适合先陈列后开口的场景正式冻结,4）适合先陈列后开口的场景，正式冻结为 4 类 ready_made_full_set（现成成套型） new_item_cannot_style（新款不会搭型） weekend_social（周末社交型） 看中门口模特 / 成套位再开口的顾客,explicit_business_decision,direct_quote,domain_general,KP-display_rule-display-first-then-speak
EV-KP-inventory_rescue-can-rescue-scenarios,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、2）断码时还能救的场景正式冻结,2）断码时还能救的场景，正式冻结为 5 类 commute_mainstay（通勤主力型） weekend_social（周末社交型） functional_gap_fill（功能补位型） new_item_cannot_style（新款不会搭型） repeat_purchase_replenish（复购补货型）,explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-can-rescue-scenarios
EV-KP-inventory_rescue-no-rescue-scenarios,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、3）断码时不该硬救的场景正式冻结,3）断码时不该硬救的场景，正式冻结为 3 类 shape_correction（显瘦修身型） comfort_sensitive（体感敏感型） urgent_full_look（应急一身型） 中主件断码的情况,explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-no-rescue-scenarios
EV-KP-service_judgment-budget-controlled,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、9. budget_controlled + 三、1）卡在第二套 + 三、5）必须先问再推,"顾客最常见原话：""预算就这些，你帮我挑最值的。"" 店员第一反应：先问预算是买一件主力，还是买两件组合；是看单价，还是看利用率。 最容易卡住：第二套、第三套。顾客要的是确定性，不是更多选项。 库存不理想怎么转向：可以救。但不能一直加件数，必须把重点拉回""穿出去几次""。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-budget-controlled
EV-KP-service_judgment-commute-mainstay,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、2. commute_mainstay + 三、2）断码可救,"顾客最常见原话：""我想找一套平时上班最常穿的。"" 店员第一反应：先问通勤方式、办公室温度、要不要开会、平时更在意利落还是舒服。 最容易卡住：第二套。顾客容易觉得""都能穿，但没理由买""。 库存不理想怎么转向：可以救。核心保功能：耐穿、好搭、不出错。颜色和细节可以灵活替。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-commute-mainstay
EV-KP-service_judgment-functional-gap-fill,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、6. functional_gap_fill + 三、2）断码可救 + 三、5）必须先问再推,"顾客最常见原话：""我家里都有，就缺一件外套/裤子/内搭。"" 店员第一反应：先问她家里已有的主色、主版型、最常穿去哪里。 最容易卡住：不是卡第二套，而是卡""利用率有没有讲透""。 库存不理想怎么转向：最容易救。因为买的是功能位，不是唯一款。只要能补全衣柜缺口，就能转。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-functional-gap-fill
EV-KP-service_judgment-greeting-master-principles,Q7Q12-搭配陈列业务包/门店接客场景包.md,一、2）接客总原则正式冻结,2）接客总原则正式冻结 先判任务，再推货。 先问顾虑，再给第一套。 第一套是开门，第二套才是成交，第三套是兜底。 断码能不能救，先看场景，不先看嘴。,explicit_business_decision,direct_quote,domain_general,KP-service_judgment-greeting-master-principles
EV-KP-service_judgment-must-ask-first,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、5）必须先问再推的场景正式冻结,5）必须先问再推的场景，正式冻结为 6 类 urgent_full_look（应急一身型） shape_correction（显瘦修身型） comfort_sensitive（体感敏感型） budget_controlled（预算控制型） functional_gap_fill（功能补位型） repeat_purchase_replenish（复购补货型）,explicit_business_decision,direct_quote,domain_general,KP-service_judgment-must-ask-first
EV-KP-service_judgment-new-item-cannot-style,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、7. new_item_cannot_style + 三、2）断码可救 + 三、4）先陈列后开口,"顾客最常见原话：""这件我喜欢，但我不知道怎么搭。"" 店员第一反应：必须先给两条路：一条保守穿法，一条出彩穿法。 最容易卡住：第二套、第三套。第一套只是""能搭""，第二套才决定""买回去会不会穿""。 库存不理想怎么转向：可救。关键不是守住原配件，是守住使用路径：上班怎么穿，周末怎么穿，换鞋怎么变。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-new-item-cannot-style
EV-KP-service_judgment-ready-made-full-set,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、5. ready_made_full_set + 三、4）先陈列后开口 + 三、1）卡在第二套,"顾客最常见原话：""你直接给我搭一套，我不想自己想。"" 店员第一反应：先判断她要的是省心、速度，还是她确实不会搭。 最容易卡住：第二套。第一套只解决""现成""，第二套才解决""值不值得整套带走""。 库存不理想怎么转向：可救，但必须保整体感觉。不是一件一件乱换，是保留同一气质和同一使用场景。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-ready-made-full-set
