OT-Persona,Persona,domain_object,domain_general,KP-product_attribute-persona-three-shell-coverage
OT-Persona,Persona,domain_object,domain_general,KP-product_attribute-persona-shell-not-equal-role
OT-RoleProfile,RoleProfile,domain_object,domain_general,KP-product_attribute-persona-shell-not-equal-role
OT-TrainingMaterial,TrainingMaterial,domain_object,domain_general,KP-training_unit-persona-anti-pattern-checklist
OT-TrainingMaterial,TrainingMaterial,domain_object,domain_general,KP-training_unit-collect-real-action-before-script
OT-Evidence,Evidence,domain_object,domain_general,KP-training_unit-evidence-shape-four-types
OT-TrainingMaterial,TrainingMaterial,domain_object,domain_general,KP-training_unit-evidence-shape-four-types
OT-TrainingMaterial,TrainingMaterial,domain_object,domain_general,KP-training_unit-collect-failure-not-only-success
OT-TrainingMaterial,TrainingMaterial,domain_object,domain_general,KP-training_unit-role-material-five-kinds-minimum
OT-RoleProfile,RoleProfile,domain_object,domain_general,KP-training_unit-role-material-five-kinds-minimum
OT-RoleProfile,RoleProfile,domain_object,domain_general,KP-training_unit-cold-start-role-priority-frontline
OT-Persona,Persona,domain_object,domain_general,KP-training_unit-cold-start-role-priority-frontline
OT-TrainingMaterial,TrainingMaterial,domain_object,domain_general,KP-training_unit-cold-start-role-priority-frontline
