RL-KP-inventory_rescue-can-rescue-scenarios,rescue_axis_substitution,5 类指定场景且核心轴有库存可对齐,"替代品成交且顾客理解""为什么是它""，复购信任不减",不识轴硬换（如周末社交客被推通勤款），核心轴错位，顾客拒绝,"核心轴库存也断 → 转预售/调货，不强凑；顾客明确""我只要那一款"" → 退出救场，不强转",domain_general,KP-inventory_rescue-can-rescue-scenarios
RL-KP-inventory_rescue-customer-priority-six-axes,customer_substitution_priority,soft_substitute 后排序候选替代款,先满足能用再满足像顾客接受度高,推像但穿不上或场合不符的顾客试穿退或回家退,Lv1 全淘汰→redirect；只剩低级匹配→改打利用率卖点；顾客锚色→按锚点重排但不跳 Lv1,domain_general,KP-inventory_rescue-customer-priority-six-axes
RL-KP-inventory_rescue-display-priority-five-axes,display_substitution_priority,陈列原方案某件断货需要替换,画面与深度同时成立连带浏览稳定,只追主题→单码顶主推；只追深度→陈列像仓库,Lv1 都不过→整组主题重写；Lv4 严重不足→降级单元；Lv5 破调→独立小区位,domain_general,KP-inventory_rescue-display-priority-five-axes
RL-KP-inventory_rescue-hard-block-five-conditions,hard_block_gating,任意推荐/陈列/接客/内容动作落地前,命中即停顾客感到门店在替我把关复购信任建立,用话术绕过硬条件试穿/到场后流失或差评,H2→重同步后再决策；H1/H4 顾客愿等→预留+到货通知；H3→拆单品并明示；H5→直接 give_up,domain_general,KP-inventory_rescue-hard-block-five-conditions
RL-KP-inventory_rescue-match-result-output-shape,inventory_match_result_contract,任意 inventory_match runtime 输出,8 字段齐全四下游链路无歧义消费事故可归因,自由式或缺字段下游硬猜误动作事故难追,字段无法计算→填 unknown 不跳；字段冲突→以 hard_block_reason 为准；新字段→走升级提案,domain_general,KP-inventory_rescue-match-result-output-shape
RL-KP-inventory_rescue-no-rescue-scenarios,rescue_refusal_disclosure,3 类指定场景的关键参数断码,顾客感到被坦诚对待，复购信任不损甚至加强,"用""还行""""差不多""硬救，顾客试穿后落差大，当场流失或日后差评",改场合定位（应急客可降级到 weekend 或 commute 路径）；顾客愿意等 → 预留款 + 到货通知；顾客不愿等也不接受替代 → 礼貌结束接客，不留尴尬,domain_general,KP-inventory_rescue-no-rescue-scenarios
RL-KP-inventory_rescue-shallow-vs-deep-sensing,inventory_sensing_layering,库存事实进入推荐/陈列/接客/培训四链路,下游动作挂深感知前线动作精准浅感知保留过滤兜底,下游裸跑浅感知断码上主推单码上主陈列救场误判 give_up,深字段缺失→默认保守兜底；last_sync 过期→直接 hard_block；系统/现场冲突→现场为准并触发同步,domain_general,KP-inventory_rescue-shallow-vs-deep-sensing
RL-KP-inventory_rescue-soft-substitute-four-paths,soft_substitute_path_selection,已过 hard_block 且原款关键属性缺失,按 4 路径择优替代且明示替代逻辑顾客接受成交,把替代款说成差不多就是这个顾客试穿后退或差评,4 路径全失败→redirect 或 give_up；R3 廓形价带不达标→降低质量；R4 多件配件断→退 R3 或单品,domain_general,KP-inventory_rescue-soft-substitute-four-paths
RL-KP-inventory_rescue-state-catalog-six-states,inventory_state_classification,任一 SKU 进入推荐/陈列/接客判断前,6 状态查表得到具体推荐/陈列/替代/话术 4 件套门店动作精准,把有货当布尔值用断码当主推顾客试穿后流失,同时落 2 类→取更严；6 状态无法覆盖→走 last_sync 过期硬拦截,domain_general,KP-inventory_rescue-state-catalog-six-states
RL-KP-inventory_rescue-three-sentence-discipline,rescue_three_sentence_protocol,接客遇到库存缺口,三句话顺序+三禁全守复购信任建立,先夸后断/替代说成原款/硬塞不合适当单成交但复购崩,顾客赶时间→压缩但不省事实；跨店调拨→扩展兜底；顾客自决→跳第二句,domain_general,KP-inventory_rescue-three-sentence-discipline
