RE-CustomerScenario-requires_inventory_state-InventoryState-rescue01,,,,,domain_general,KP-inventory_rescue-can-rescue-scenarios
RE-StylingRule-requires_inventory_state-InventoryState-cprio01,StylingRule,InventoryState,requires_inventory_state,"{""layer"":""customer_priority"",""order"":[""wearability"",""occasion_fit"",""silhouette_match"",""color_family_match"",""price_band_match"",""fabric_detail_match""]}",domain_general,KP-inventory_rescue-customer-priority-six-axes
RE-DisplayGuide-requires_inventory_state-InventoryState-dprio01,DisplayGuide,InventoryState,requires_inventory_state,"{""layer"":""display_priority"",""order"":[""story_theme_match"",""color_story_match"",""silhouette_layer_match"",""sellable_depth"",""price_band_match""]}",domain_general,KP-inventory_rescue-display-priority-five-axes
RE-StylingRule-requires_inventory_state-InventoryState-hb01,StylingRule,InventoryState,requires_inventory_state,"{""polarity"":""forbid_on_match"",""values"":[""size_unwearable"",""inventory_stale"",""set_promise_broken"",""color_mandatory_missing"",""trust_damage_substitution""]}",domain_general,KP-inventory_rescue-hard-block-five-conditions
RE-DisplayGuide-requires_inventory_state-InventoryState-hb01,DisplayGuide,InventoryState,requires_inventory_state,"{""polarity"":""forbid_on_match"",""note"":""H3 set_promise_broken 命中→撤成套陈列""}",domain_general,KP-inventory_rescue-hard-block-five-conditions
RE-CallMapping-mapped_to_runtime-InventoryState-match01,CallMapping,InventoryState,mapped_to_runtime,"{""runtime_method"":""inventory_match"",""output_fields"":[""match_status"",""inventory_state_id"",""decision_mode"",""hard_block_reason"",""recommended_substitution_path"",""display_permission_level"",""training_trigger_list"",""customer_explanation_hint""]}",domain_general,KP-inventory_rescue-match-result-output-shape
RE-StylingRule-requires_inventory_state-InventoryState-sense01,StylingRule,InventoryState,requires_inventory_state,"{""required_layer"":""deep_inventory_sensing"",""fallback"":""conservative_when_unknown""}",domain_general,KP-inventory_rescue-shallow-vs-deep-sensing
RE-DisplayGuide-requires_inventory_state-InventoryState-sense01,DisplayGuide,InventoryState,requires_inventory_state,"{""required_layer"":""deep_inventory_sensing"",""forbid"":""shallow_only_for_hero_display""}",domain_general,KP-inventory_rescue-shallow-vs-deep-sensing
RE-StylingRule-requires_inventory_state-InventoryState-ss01,StylingRule,InventoryState,requires_inventory_state,"{""polarity"":""soft_substitute"",""paths"":[""same_sku_other_color"",""near_color_family"",""same_occasion_same_silhouette"",""same_item_new_pairing_piece""],""priority_order"":[1,2,3,4]}",domain_general,KP-inventory_rescue-soft-substitute-four-paths
RE-StylingRule-requires_inventory_state-InventoryState-cat01,StylingRule,InventoryState,requires_inventory_state,"{""states_cardinality"":6,""per_state_quad"":[""recommend"",""display"",""substitute"",""rescue_mode""]}",domain_general,KP-inventory_rescue-state-catalog-six-states
RE-DisplayGuide-requires_inventory_state-InventoryState-cat01,DisplayGuide,InventoryState,requires_inventory_state,"{""states"":[""size_complete"",""size_broken"",""color_broken"",""single_size_tail"",""single_item_only"",""alternate_not_same_sku""]}",domain_general,KP-inventory_rescue-state-catalog-six-states
RE-CustomerScenario-supports_training-TrainingMaterial-3sent01,CustomerScenario,TrainingMaterial,supports_training,"{""format"":""do_dont_contrast|before_after_timelapse"",""scenario"":""inventory_gap_rescue"",""sentence_count"":3,""forbid_count"":3}",domain_general,KP-inventory_rescue-three-sentence-discipline
