VS-garment-role,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-product_attribute-clothing-as-emotional-medium-stance
VS-playbook-tier,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-product_attribute-content-type-three-tier-maturity
VS-abstract-adjective-blacklist,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-training_unit-concrete-action-over-adjective
VS-concrete-action-rewrite-template,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-training_unit-concrete-action-over-adjective
VS-overused-formats-blacklist,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-training_unit-content-template-saturation-anti-pattern
VS-emotion-broll-context-categories,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-training_unit-kuleshov-context-driven-emotion-edit
VS-common-clothing-objections,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-training_unit-objection-clearing-over-selling-points
VS-relational-content-structures,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-training_unit-relational-witness-over-monologue
VS-silent-format-options,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-training_unit-silence-as-pattern-interrupt
VS-tactile-cue-modules,declared_in_pack,由 pack 声明，具体取值见 evidence_quote,,domain_general,KP-training_unit-tactile-cue-language-online-compensation
