EV-KP-styling_rule-proportion-split-37,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 01 + 6.2 + 6.4 反转二,"全身视觉分割优先做 3:7、4:6，避免 5:5；works_in：高腰裤/高腰裙、短上衣、塞衣角、短外套；fails_in：上衣卡胯、裙长停在小腿最粗处、裤长和鞋口双截断；反转二：低腰复古、Y2K、模特感拍摄可以故意做下坠比例。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-proportion-split-37
EV-KP-styling_rule-silhouette-balance,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 02 + 6.2 + 6.4 反转一,"一身最多只留一个量感重点，上宽下收，或上收下宽；works_in：宽针织配直筒裤，廓形西装配窄裙，阔腿裤配合体上衣；fails_in：宽卫衣+宽裤+厚底鞋；替代先守廓形角色不先守颜色；反转一：高个偏瘦/oversize 街头风可上下同宽。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-silhouette-balance
EV-KP-styling_rule-waistline-anchor,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 03 + 6.2,"只要顾客诉求是显高、显瘦、显精神，先找腰线；works_in：高腰下装、短外套、半塞衣角、腰带辅助；fails_in：长上衣全盖、低腰下装、宽松直筒裙无收束；高腰断码可用腰带/短外套/内外层次制造假腰线，不能直接用无腰线替代。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-waistline-anchor
EV-KP-styling_rule-one-focus,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 04 + 6.2,"一套里只留一个主角：颜色、版型、材质、设计四选一；零售穿搭不是造型比赛；works_in：亮色外套+基础内搭；设计感上衣+干净下装；fails_in：亮片上衣+花裙+金属鞋+大耳环；主角断货时替代保留主角功能。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-one-focus
EV-KP-styling_rule-color-echo,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 05 + 6.2,"一身颜色至少有两处呼应，不让某个颜色孤零零悬着；公开零售陈列指南把颜色分组和焦点组织视为最直接的视觉销售工具；works_in：鞋包呼应、上衣配饰呼应、内搭下装轻呼应；fails_in：全身只有一处亮色，其他完全断开；同色替代可同温度/同明度内微调，不能冷暖乱跳。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-color-echo
EV-KP-styling_rule-neutral-plus-accent,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 06 + 6.3 + 6.4 反转三,"顾客怕出错、第一次成交、主推通勤时，先用中性色打底，再加一处提气；works_in：米白/灰/驼/藏青打底，丝巾/鞋/包/内搭提气；fails_in：全身都灰、都米但没有材质层次；提气色断货可把提气点转移到配饰；反转三：节庆/潮流年轻客群允许高饱和直接上身。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-neutral-plus-accent
EV-KP-styling_rule-structure-drape,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 07 + 6.3,"挺的配垂的，厚的配薄的，糯的配利落的；材质关系决定一套衣服的质感和贵气感；works_in：挺括西装配垂感裙，毛绒外套配牛仔，真丝衬衫配西裤；fails_in：全身都软塌或全身都硬挺；替代先守材质角色再守颜色。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-structure-drape
EV-KP-styling_rule-premium-item-neutralization,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 08 + 6.3 + 6.4 反转四,"皮草、亮片、绸缎、重工外套等贵气单品要配基础休闲件降压；原理是用基础款休闲单品搭配奢华单品降低视觉压迫感；works_in：皮草+牛仔，缎面半裙+针织，亮片上衣+西裤；fails_in：贵气单品再叠贵气单品；中和单品必须保留哑光/基础/低压力特征；反转四：晚宴/婚礼/典礼场景顺贵气走。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-premium-item-neutralization
EV-KP-styling_rule-face-brightness,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 09 + 6.3,"离脸最近那一层优先解决气色不优先解决时髦；顾客最直观反馈是脸色好不好/我显不显老；works_in：围巾、内搭、领口、耳饰提亮；fails_in：整体比例都对但近脸颜色发灰发黄；上装缺货可优先替换近脸提亮件不必整套推翻。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-face-brightness
EV-KP-styling_rule-formality-consistency,Q7Q12-搭配陈列业务包/搭配规则包.md,6.1 规则 10 + 6.2,"正式场合下单品正式度尽量统一；场合错位是顾客说不出哪里怪但就是不买的原因；works_in：西装+皮鞋/乐福鞋，衬衫+西裤，结构连衣裙+干净外套；fails_in：套装配过于休闲鞋，礼服感上衣配破洞牛仔；正式裤断码只能换同级正式度单品。",explicit_business_rule,direct_quote,domain_general,KP-styling_rule-formality-consistency
